2	7	17	40	46	50	45	15	5	2	1	0	0	0	0	0	0	0	0
1	21	44	41	45	21	9	3	1	0	0	0	0	0	0	0	0	0	0
0	28	60	95	97	70	39	7	2	1	0	0	0	0	0	0	0	0	0
2	15	36	76	63	65	56	21	7	5	0	0	0	0	0	0	0	0	0
2	17	26	49	59	35	18	4	1	0	0	0	0	0	0	0	0	0	0
0	6	15	27	35	36	45	38	15	10	2	2	0	0	0	0	0	0	0
2	14	22	60	49	45	20	9	3	0	0	0	0	0	0	0	0	0	0
0	8	19	14	47	44	21	9	2	1	1	0	0	0	0	0	0	0	0
1	6	8	13	13	9	6	3	0	2	0	0	0	0	0	0	0	0	0
1	18	24	41	22	9	3	0	0	0	0	0	0	0	0	0	0	0	0
4	11	34	52	73	51	21	8	2	1	0	0	0	0	0	0	0	0	0
3	21	39	60	43	27	9	2	2	0	0	0	0	0	0	0	0	0	0
1	10	18	43	41	22	6	2	0	0	0	0	0	0	0	0	0	0	0
1	23	44	71	80	56	18	9	5	0	0	0	0	0	0	0	0	0	0
1	9	28	32	29	11	11	9	2	0	1	0	0	0	0	0	0	0	0
0	11	29	33	27	30	19	6	3	1	0	0	0	0	0	0	0	0	0
1	25	39	81	61	46	29	8	4	0	0	0	0	0	0	0	0	0	0
0	5	20	36	31	28	16	6	3	0	0	0	0	0	0	0	0	0	0
1	14	30	32	25	18	8	1	0	0	0	0	0	0	0	0	0	0	0
0	18	28	40	38	19	4	3	0	0	0	0	0	0	0	0	0	0	0
4	90	168	248	285	228	95	32	10	0	0	0	0	0	0	0	0	0	0
2	8	16	45	58	69	62	21	8	2	0	0	0	0	0	0	0	0	0
2	11	21	33	23	37	33	10	5	0	0	0	0	0	0	0	0	0	0
5	34	51	131	126	114	40	8	2	1	0	0	0	0	0	0	0	0	0
1	7	17	39	47	61	22	10	0	0	1	0	0	0	0	0	0	0	0
0	3	17	26	31	57	22	15	2	0	0	0	0	0	0	0	0	0	0
1	5	26	28	41	19	15	15	11	6	4	0	0	0	0	0	0	0	0
1	10	26	56	56	77	26	22	3	0	0	0	0	0	0	0	0	0	0
1	9	16	29	27	27	12	2	0	0	0	0	0	0	0	0	0	0	0
1	3	15	34	42	64	57	36	10	6	1	0	0	0	0	0	0	0	0
1	8	19	39	41	64	30	9	7	0	0	0	0	0	0	0	0	0	0
3	33	98	139	180	128	81	28	6	1	0	0	0	0	0	0	0	0	0
1	33	55	92	116	107	51	14	3	1	0	0	0	0	0	0	0	0	0
1	27	69	122	132	107	46	9	4	0	0	0	0	0	0	0	0	0	0
1	9	19	19	24	24	4	0	0	0	0	0	0	0	0	0	0	0	0
0	46	86	133	159	103	69	25	6	2	0	0	0	0	0	0	0	0	0
0	8	17	44	33	45	24	8	2	4	0	0	0	0	0	0	0	0	0
1	12	21	46	46	34	34	12	2	1	0	0	0	0	0	0	0	0	0
1	15	42	54	63	56	27	13	9	3	0	0	0	0	0	0	0	0	0
0	10	27	26	26	22	13	2	0	0	0	0	0	0	0	0	0	0	0
1	9	21	31	58	60	41	7	5	1	0	0	0	0	0	0	0	0	0
2	12	19	49	56	34	20	3	2	0	1	0	0	0	0	0	0	0	0
0	12	34	47	80	56	24	10	0	0	0	0	0	0	0	0	0	0	0
1	10	42	66	54	48	21	5	0	0	0	0	0	0	0	0	0	0	0
1	14	28	67	70	30	7	3	0	0	0	0	0	0	0	0	0	0	0
0	19	48	68	71	70	31	6	2	0	0	0	0	0	0	0	0	0	0
3	16	49	100	101	53	28	3	1	0	0	0	0	0	0	0	0	0	0
0	4	21	45	54	79	61	40	16	5	0	1	0	0	0	0	0	0	0
2	42	80	109	84	50	26	6	4	2	0	0	0	0	0	0	0	0	0
0	10	10	17	16	7	6	1	0	0	0	0	0	0	0	0	0	0	0
2	44	67	107	129	98	56	20	10	1	0	0	0	0	0	0	0	0	0
0	18	33	38	41	38	17	3	1	0	0	0	0	0	0	0	0	0	0
1	6	14	29	30	30	14	6	3	0	0	0	0	0	0	0	0	0	0
1	33	59	95	79	62	26	5	1	0	0	0	0	0	0	0	0	0	0
0	8	22	17	18	10	5	1	1	0	0	0	0	0	0	0	0	0	0
2	1	4	22	22	27	13	5	1	0	0	0	0	0	0	0	0	0	0
0	18	48	73	85	69	35	9	2	1	0	0	0	0	0	0	0	0	0
2	10	4	29	26	32	16	6	0	0	0	0	0	0	0	0	0	0	0
2	10	19	28	26	10	5	2	0	0	0	0	0	0	0	0	0	0	0
1	26	55	114	116	76	40	17	0	0	0	0	0	0	0	0	0	0	0
1	10	12	38	40	70	56	26	11	3	0	0	0	0	0	0	0	0	0
0	1	3	12	35	25	25	8	1	4	0	0	0	0	0	0	0	0	0
1	52	57	79	62	43	24	6	2	1	0	0	0	0	0	0	0	0	0
1	4	7	27	16	15	2	0	0	0	0	0	0	0	0	0	0	0	0
0	3	11	24	26	15	12	9	1	0	0	0	0	0	0	0	0	0	0
1	39	78	129	113	68	39	8	1	0	0	0	0	0	0	0	0	0	0
1	8	5	42	48	90	59	23	5	2	0	0	0	0	0	0	0	0	0
2	10	25	39	37	28	21	7	3	0	0	0	0	0	0	0	0	0	0
1	2	9	19	30	64	60	22	14	6	0	0	0	0	0	0	0	0	0
0	7	12	27	47	54	40	19	9	1	0	0	0	0	0	0	0	0	0
2	41	103	194	206	159	81	14	6	1	0	0	0	0	0	0	0	0	0
1	13	53	75	85	72	42	21	6	1	1	0	0	0	0	0	0	0	0
1	5	12	11	11	18	6	3	0	0	0	0	0	0	0	0	0	0	0
3	19	39	59	47	39	18	3	1	0	0	0	0	0	0	0	0	0	0
0	20	24	33	49	31	23	9	2	1	0	0	0	0	0	0	0	0	0
2	34	54	62	67	67	34	10	5	1	0	0	0	0	0	0	0	0	0
2	27	55	75	77	51	31	5	3	1	0	0	0	0	0	0	0	0	0
2	5	11	16	16	7	6	1	1	0	0	0	0	0	0	0	0	0	0
1	10	26	55	59	75	44	21	4	1	0	0	0	0	0	0	0	0	0
4	17	18	26	24	9	8	1	0	0	0	0	0	0	0	0	0	0	0
1	14	24	42	92	101	69	31	12	5	2	1	0	0	0	0	0	0	0
3	33	45	65	64	63	21	11	3	0	0	0	0	0	0	0	0	0	0
1	10	24	51	57	55	19	4	2	0	1	0	0	0	0	0	0	0	0
3	19	37	48	73	46	25	6	2	0	0	0	0	0	0	0	0	0	0
1	16	36	47	41	43	6	1	0	0	0	0	0	0	0	0	0	0	0
0	16	37	68	62	55	20	5	3	0	0	0	0	0	0	0	0	0	0
1	2	9	18	28	23	20	15	2	1	0	0	0	0	0	0	0	0	0
2	7	19	36	54	51	36	9	3	2	0	0	0	0	0	0	0	0	0
0	7	4	12	9	19	17	6	0	1	0	1	0	0	0	0	0	0	0
0	48	69	122	143	100	53	14	3	1	0	0	0	0	0	0	0	0	0
0	8	6	5	14	45	40	21	9	1	1	0	0	0	0	0	0	0	0
1	8	25	39	34	38	15	10	1	1	0	0	0	0	0	0	0	0	0
0	9	15	29	27	26	10	3	4	1	0	0	0	0	0	0	0	0	0
0	8	16	25	31	45	43	38	18	2	0	1	0	0	0	0	0	0	0
2	22	46	77	70	51	22	5	0	1	0	0	0	0	0	0	0	0	0
1	30	64	100	122	104	36	20	7	0	0	0	0	0	0	0	0	0	0
0	21	48	97	84	77	32	8	4	1	0	0	0	0	0	0	0	0	0
1	15	21	27	33	25	15	4	0	2	0	0	0	0	0	0	0	0	0
1	10	23	54	24	16	10	0	0	0	0	0	0	0	0	0	0	0	0
1	0	5	8	19	23	10	0	1	0	0	0	0	0	0	0	0	0	0
0	8	13	16	10	8	5	0	0	0	0	0	0	0	0	0	0	0	0
0	9	23	36	32	39	15	3	2	0	0	0	0	0	0	0	0	0	0
1	10	41	47	69	79	42	14	5	1	0	0	0	0	0	0	0	0	0
0	3	16	49	57	73	38	7	1	1	0	0	0	0	0	0	0	0	0
3	29	47	80	78	71	25	8	3	0	0	0	0	0	0	0	0	0	0
12	198	445	938	1068	868	439	139	39	5	1	0	0	0	0	0	0	0	0
1	6	15	32	21	11	9	3	0	0	0	0	0	0	0	0	0	0	0
2	14	24	39	47	27	4	2	1	0	0	0	0	0	0	0	0	0	0
0	26	58	99	99	115	59	27	12	4	0	0	0	0	0	0	0	0	0
0	11	16	29	24	7	13	3	3	0	0	0	0	0	0	0	0	0	0
2	14	16	26	34	22	14	3	0	0	0	0	0	0	0	0	0	0	0
1	20	31	39	54	22	6	2	0	0	0	0	0	0	0	0	0	0	0
2	7	16	23	23	23	16	3	1	0	0	0	0	0	0	0	0	0	0
0	5	4	25	20	20	6	1	2	0	0	0	0	0	0	0	0	0	0
1	8	19	37	43	75	42	29	8	7	1	1	0	0	0	0	0	0	0
2	13	22	36	44	43	39	20	11	3	0	1	0	0	0	0	0	0	0
0	0	6	9	5	6	5	5	0	0	0	0	0	0	0	0	0	0	0
1	28	42	68	84	71	13	9	0	0	0	0	0	0	0	0	0	0	0
1	17	32	53	38	45	24	9	3	0	0	0	0	0	0	0	0	0	0
2	17	45	72	110	102	78	31	9	2	0	0	0	0	0	0	0	0	0
0	18	42	59	79	65	34	13	2	1	1	0	0	0	0	0	0	0	0
0	9	24	28	17	12	5	1	2	0	0	0	0	0	0	0	0	0	0
0	7	15	34	43	40	16	8	4	1	0	0	0	0	0	0	0	0	0
1	17	45	71	62	73	27	11	5	2	2	0	0	0	0	0	0	0	0
