16.99,-0.043336,16.666,-0.77174,15.992,-1.1971,15.214,-1.3734,14.422,-1.4656,13.642,-1.6269,12.903,-1.9266,12.121,-2.0841,11.385,-2.3894,10.599,-2.5216,9.8056,-2.604,9.0246,-2.7642,8.2322,-2.8514,7.4391,-2.9334,6.6546,-3.0752,5.8589,-3.1256,5.0665,-3.2131,4.2734,-3.295,3.4797,-3.3698,2.6844,-3.4259,1.888,-3.463,1.0927,-3.5182,0.29555,-3.5336,-0.5016,-3.5467,-1.2987,-3.5303,-2.0949,-3.4888,-2.8904,-3.4365,-3.6858,-3.3823,-4.4812,-3.3275,-5.2749,-3.2524,-6.0655,-3.1491,-6.8584,-3.0665,-7.6501,-2.9724,-8.4395,-2.8604,-9.2312,-2.7663,-10.016,-2.6243,-10.805,-2.513,-11.578,-2.3159,-12.338,-2.0749,-13.101,-1.8449,-13.871,-1.6385,-14.652,-1.4772,-15.446,-1.406,-16.212,-1.1866,-16.856,-0.71625,-16.991,0.069562,-16.621,0.77573,-15.882,1.076,-15.108,1.2656,-14.32,1.3907,-13.561,1.6324,-12.81,1.9011,-12.055,2.1576,-11.263,2.2463,-10.52,2.5371,-9.7261,2.6054,-8.9432,2.7563,-8.1537,2.8667,-7.3642,2.9777,-6.5756,3.0954,-5.7843,3.1924,-4.993,3.2895,-4.1997,3.3695,-3.4044,3.4253,-2.6093,3.4836,-1.8126,3.5122,-1.0163,3.5518,-0.22001,3.5913,0.57721,3.5836,1.3741,3.5594,2.17,3.5127,2.9667,3.4818,3.7624,3.4331,4.5578,3.379,5.3514,3.3028,6.1452,3.2286,6.9353,3.1217,7.7292,3.0481,8.4953,2.8277,9.2917,2.866,10.015,2.5308,10.807,2.6219,11.537,2.3003,12.308,2.0976,13.068,1.8583,13.797,1.5357,14.591,1.4599,15.386,1.3994,16.152,1.1789,16.814,0.73411
15.617,-0.046414,15.335,-0.78248,14.806,-1.367,14.034,-1.5243,13.246,-1.5334,12.472,-1.683,11.806,-2.1036,11.228,-2.6399,10.669,-3.1956,10.071,-3.7086,9.4089,-4.1361,8.7188,-4.5168,7.9839,-4.8015,7.2511,-5.0916,6.5031,-5.3397,5.7277,-5.4809,4.9813,-5.7339,4.2027,-5.8561,3.419,-5.9396,2.6456,-6.0908,1.8626,-6.1809,1.0752,-6.2141,0.28886,-6.2672,-0.49916,-6.2545,-1.2873,-6.2571,-2.0734,-6.2019,-2.8585,-6.1329,-3.6374,-6.0122,-4.4209,-5.9276,-5.199,-5.8023,-5.9525,-5.5712,-6.724,-5.4102,-7.4745,-5.1695,-8.2045,-4.8725,-8.935,-4.5768,-9.6182,-4.1839,-10.265,-3.7339,-10.832,-3.1858,-11.394,-2.6339,-11.964,-2.0893,-12.659,-1.7185,-13.436,-1.5821,-14.224,-1.5703,-14.975,-1.3332,-15.509,-0.75316,-15.576,0.032076,-15.527,0.81867,-15.029,1.4295,-14.319,1.7708,-13.532,1.818,-12.753,1.9385,-12.039,2.2715,-11.418,2.7569,-10.805,3.2519,-10.163,3.7098,-9.4796,4.102,-8.7441,4.3851,-8.033,4.725,-7.2613,4.8847,-6.514,5.1353,-5.7409,5.2884,-4.9583,5.381,-4.218,5.6513,-3.4305,5.6185,-2.6632,5.7984,-1.8766,5.8465,-1.0895,5.8868,-0.30142,5.8959,0.48172,5.9844,1.2666,5.9127,2.0544,5.935,2.8356,5.8308,3.6197,5.7514,4.3919,5.5939,5.1793,5.561,5.9353,5.3383,6.7178,5.2442,7.4637,4.9895,8.2217,4.7738,8.9469,4.4653,9.6693,4.1501,10.318,3.7028,10.955,3.2387,11.535,2.7049,12.189,2.2647,12.926,1.9863,13.713,1.9399,14.498,1.875,15.162,1.4498,15.484,0.73044
16.874,-0.035745,16.433,-0.71788,15.658,-0.95834,14.854,-1.0724,14.142,-1.4635,13.473,-1.9241,12.844,-2.4375,12.107,-2.7787,11.324,-2.996,10.514,-3.0514,9.7244,-2.8619,8.9282,-2.7022,8.1162,-2.6871,7.3041,-2.6875,6.5002,-2.8027,5.7467,-3.1054,4.9929,-3.4077,4.2376,-3.7061,3.4889,-4.0206,2.6948,-4.1906,1.8994,-4.3545,1.0874,-4.3602,0.2753,-4.3525,-0.5362,-4.3836,-1.3465,-4.4376,-2.1528,-4.3409,-2.9503,-4.1876,-3.7463,-4.0267,-4.4851,-3.6894,-5.245,-3.4031,-6.0271,-3.1842,-6.7957,-2.9221,-7.5825,-2.721,-8.3932,-2.7695,-9.1841,-2.9539,-9.9843,-3.0923,-10.778,-3.2644,-11.59,-3.2592,-12.327,-2.9189,-13.055,-2.558,-13.667,-2.0248,-14.327,-1.5511,-15.118,-1.3651,-15.918,-1.2278,-16.618,-0.81668,-16.839,-0.035137,-16.439,0.67135,-15.659,0.89906,-14.855,1.0127,-14.122,1.3616,-13.506,1.8908,-12.882,2.4112,-12.193,2.8402,-11.405,3.0384,-10.594,3.0855,-9.7885,2.9848,-8.9956,2.809,-8.1846,2.7667,-7.3726,2.7533,-6.5694,2.8732,-5.7973,3.1248,-5.0347,3.404,-4.2863,3.7193,-3.5454,4.0519,-2.7536,4.2321,-1.9608,4.4083,-1.1496,4.4453,-0.3376,4.431,0.47229,4.4908,1.2836,4.5256,2.0939,4.4703,2.8881,4.3008,3.6633,4.059,4.4133,3.7475,5.1679,3.4473,5.9229,3.1481,6.7013,2.9168,7.4994,2.7662,8.3113,2.7817,9.119,2.866,9.913,3.0364,10.712,3.1845,11.515,3.0641,12.29,2.8218,12.992,2.4142,13.641,1.9262,14.29,1.4382,15.044,1.1361,15.853,1.0577,16.594,0.7266
16.049,-0.031951,15.717,-0.7401,15.059,-1.1631,14.331,-1.4495,13.604,-1.739,12.89,-2.0587,12.211,-2.4473,11.518,-2.8111,10.799,-3.1197,10.094,-3.4596,9.3835,-3.7861,8.646,-4.0471,7.8989,-4.2795,7.1599,-4.5364,6.3849,-4.6436,5.6447,-4.897,4.8625,-4.913,4.1249,-5.1736,3.3425,-5.1801,2.5786,-5.3491,1.7969,-5.3803,1.0174,-5.447,0.23616,-5.4898,-0.5462,-5.4921,-1.3268,-5.4401,-2.1089,-5.4178,-2.8908,-5.3906,-3.6593,-5.2438,-4.4398,-5.1907,-5.2152,-5.0862,-5.9759,-4.9035,-6.7439,-4.754,-7.5163,-4.6301,-8.2569,-4.3777,-9.0095,-4.164,-9.7585,-3.938,-10.455,-3.5807,-11.178,-3.2838,-11.88,-2.938,-12.576,-2.5801,-13.264,-2.2071,-13.986,-1.9075,-14.714,-1.6208,-15.432,-1.309,-16.007,-0.77831,-16.115,-0.0035167,-15.699,0.65878,-15.048,1.0931,-14.349,1.4452,-13.65,1.7955,-12.96,2.165,-12.278,2.5472,-11.588,2.9174,-10.882,3.253,-10.167,3.5713,-9.4495,3.8834,-8.7126,4.146,-7.9535,4.3357,-7.208,4.5729,-6.4403,4.7239,-5.7126,5.0112,-4.9304,5.0001,-4.1665,5.1692,-3.3863,5.2279,-2.6197,5.3843,-1.8375,5.3722,-1.0595,5.4549,-0.27803,5.4173,0.49858,5.5121,1.2743,5.4103,2.0566,5.423,2.8213,5.2578,3.6037,5.2615,4.369,5.0993,5.1468,5.0144,5.9244,4.9286,6.6536,4.6451,7.4273,4.529,8.1804,4.317,8.9309,4.096,9.6778,3.8631,10.407,3.5784,11.112,3.2409,11.811,2.8887,12.514,2.5445,13.233,2.2382,13.94,1.9022,14.668,1.6146,15.376,1.2833,15.942,0.74303
12.578,-0.016152,12.573,-0.76234,12.486,-1.5035,12.257,-2.2138,11.904,-2.8712,11.399,-3.421,10.916,-3.9897,10.389,-4.5182,9.8938,-5.076,9.3081,-5.5383,8.7115,-5.9866,8.0903,-6.4,7.4834,-6.8342,6.8287,-7.1921,6.1558,-7.5148,5.4509,-7.7597,4.7438,-7.9981,4.0206,-8.1817,3.2754,-8.2207,2.5403,-8.349,1.7963,-8.4073,1.0512,-8.448,0.30766,-8.5107,-0.43693,-8.5599,-1.1817,-8.6063,-1.9278,-8.5958,-2.6732,-8.5605,-3.4164,-8.4932,-4.1468,-8.3407,-4.8548,-8.1048,-5.5252,-7.777,-6.1688,-7.3994,-6.7782,-6.9688,-7.4117,-6.5744,-8.0336,-6.162,-8.7025,-5.8312,-9.3861,-5.5321,-10.009,-5.1207,-10.551,-4.6084,-11.032,-4.0375,-11.476,-3.4376,-11.872,-2.8057,-12.222,-2.1464,-12.457,-1.4382,-12.57,-0.70053,-12.532,0.044715,-12.447,0.78609,-12.307,1.519,-12.005,2.2014,-11.542,2.7866,-11.422,3.5232,-10.912,4.0674,-10.466,4.6659,-9.9414,5.1967,-9.3768,5.6846,-8.799,6.1568,-8.17,6.5583,-7.5264,6.936,-6.8696,7.2902,-6.2142,7.647,-5.5623,8.01,-4.865,8.2757,-4.1421,8.461,-3.4054,8.5795,-2.6592,8.5819,-1.913,8.5814,-1.1668,8.5848,-0.42207,8.5374,0.31393,8.4144,1.0585,8.3645,1.7762,8.1602,2.5224,8.1664,3.2442,7.9771,3.9875,7.9117,4.71,7.7252,5.4266,7.5168,6.1444,7.313,6.84,7.043,7.5487,6.8093,8.1462,6.3623,8.7515,5.9259,9.3188,5.4411,9.9185,4.997,10.409,4.4348,10.93,3.9006,11.517,3.4395,11.963,2.8416,12.346,2.2009,12.484,1.4677,12.596,0.72984
12.833,-0.16661,12.815,-0.92393,12.526,-1.6244,12.06,-2.2216,11.681,-2.8772,11.207,-3.4683,10.677,-4.01,10.191,-4.591,9.5255,-4.9526,8.8471,-5.2897,8.1696,-5.6286,7.492,-5.9673,6.8145,-6.3062,6.1365,-6.6442,5.4636,-6.992,4.755,-7.2599,3.999,-7.3084,3.273,-7.5246,2.5295,-7.6698,1.837,-7.9768,1.094,-8.1248,0.33709,-8.0939,-0.42043,-8.0979,-1.1779,-8.1106,-1.9024,-7.8895,-2.6599,-7.8802,-3.416,-7.9272,-4.1555,-7.7629,-4.8993,-7.6195,-5.5578,-7.2451,-6.3085,-7.1437,-7.0433,-6.9595,-7.7214,-6.6217,-8.4583,-6.446,-9.2157,-6.4326,-9.9455,-6.2295,-10.655,-5.9631,-11.168,-5.4062,-11.601,-4.7848,-11.914,-4.0948,-12.412,-3.5241,-12.661,-2.8086,-12.637,-2.0514,-12.64,-1.2939,-12.645,-0.53637,-12.619,0.22072,-12.412,0.94946,-12.219,1.6819,-12.206,2.4394,-11.764,3.0549,-11.108,3.4337,-10.598,3.9939,-9.9997,4.4584,-9.3402,4.8311,-8.6736,5.191,-8.1172,5.705,-7.4075,5.9701,-6.8335,6.4644,-6.169,6.8282,-5.5716,7.2939,-4.914,7.67,-4.2387,8.0134,-3.5032,8.1948,-2.7457,8.1868,-1.9882,8.1873,-1.2307,8.1873,-0.47313,8.1867,0.28438,8.1927,1.041,8.1548,1.7797,8.3228,2.5359,8.3667,3.2612,8.148,3.9487,7.8299,4.6339,7.5068,5.276,7.1048,6.0061,6.9029,6.7485,6.7522,7.4753,6.5387,8.2122,6.3632,8.9529,6.2043,9.6243,5.8534,10.373,5.7375,10.962,5.261,11.507,4.7352,11.961,4.129,12.288,3.4452,12.588,2.7497,12.816,2.0275,12.758,1.2722,13.029,0.56492
15.552,-0.02093,15.527,-0.80062,14.908,-1.2752,14.205,-1.6146,13.488,-1.9204,12.802,-2.2926,12.13,-2.688,11.469,-3.1025,10.784,-3.4752,10.095,-3.8416,9.3879,-4.1716,8.6455,-4.4109,7.9148,-4.6841,7.1556,-4.8637,6.404,-5.0725,5.6359,-5.209,4.869,-5.3522,4.0959,-5.4559,3.3219,-5.5532,2.5432,-5.6014,1.7652,-5.6583,0.98587,-5.6924,0.20576,-5.6904,-0.57434,-5.6906,-1.3544,-5.687,-2.1326,-5.632,-2.9084,-5.5502,-3.6861,-5.4887,-4.4572,-5.3705,-5.2301,-5.2653,-6,-5.1395,-6.7611,-4.9681,-7.5217,-4.7946,-8.2715,-4.5794,-9.0102,-4.3286,-9.7292,-4.026,-10.444,-3.7138,-11.141,-3.3625,-11.836,-3.0092,-12.523,-2.6398,-13.227,-2.3023,-13.935,-1.9761,-14.654,-1.6725,-15.342,-1.3048,-15.124,-0.55579,-15.723,-0.056898,-15.372,0.63931,-14.854,1.2231,-14.144,1.547,-13.427,1.8523,-12.734,2.2114,-12.061,2.6059,-11.387,2.9982,-10.704,3.3754,-9.9954,3.702,-9.298,4.0517,-8.5741,4.3424,-7.8342,4.5893,-7.0827,4.7988,-6.3203,4.9642,-5.5832,5.2195,-4.809,5.3156,-4.0443,5.4699,-3.2658,5.5196,-2.4975,5.6548,-1.7178,5.6809,-0.93911,5.7272,-0.15908,5.7377,0.62075,5.7585,1.4,5.7226,2.1772,5.6556,2.9573,5.6571,3.7216,5.5007,4.5005,5.4562,5.2687,5.3207,6.0357,5.1783,6.8072,5.0626,7.5522,4.8314,8.3142,4.6643,9.0374,4.3717,9.7692,4.1017,10.478,3.7754,11.179,3.4334,11.836,3.0134,12.606,2.8884,13.112,2.2947,13.858,2.0665,14.519,1.651,15.284,1.4983,15.304,0.71849
15.013,-0.094555,14.812,-0.84662,14.454,-1.5381,13.902,-2.087,13.2,-2.4252,12.511,-2.787,11.768,-3.02,11.006,-3.1813,10.268,-3.4299,9.5165,-3.6325,8.8311,-4.0019,8.0987,-4.2663,7.3353,-4.4194,6.6086,-4.6989,5.8724,-4.9524,5.1903,-5.3278,4.4248,-5.4703,3.6508,-5.5553,2.9189,-5.8211,2.1828,-6.0748,1.4056,-6.1228,0.62946,-6.1843,-0.14066,-6.2991,-0.91908,-6.2814,-1.6977,-6.2834,-2.4763,-6.2858,-3.2548,-6.2725,-4.02,-6.1283,-4.7847,-5.9818,-5.5427,-5.8035,-6.3156,-5.7093,-7.0416,-5.428,-7.7348,-5.0734,-8.4826,-4.8563,-9.2247,-4.6209,-9.98,-4.4316,-10.668,-4.0661,-11.412,-3.8378,-12.12,-3.5133,-12.815,-3.1632,-13.506,-2.8047,-14.257,-2.5986,-14.832,-2.0733,-14.826,-1.2947,-14.825,-0.51607,-14.835,0.26249,-14.737,1.0349,-14.366,1.7196,-13.867,2.3175,-13.26,2.8052,-12.602,3.2205,-11.852,3.4308,-11.17,3.8075,-10.41,3.9734,-9.672,4.2225,-8.9253,4.4432,-8.2364,4.8061,-7.4908,5.0305,-6.7858,5.361,-6.0627,5.6496,-5.296,5.7854,-4.5173,5.7832,-3.7594,5.9613,-3.0301,6.234,-2.2518,6.2585,-1.4732,6.2553,-0.69457,6.2526,0.083842,6.271,0.85862,6.1937,1.6233,6.0471,2.3948,5.9415,3.1543,5.7703,3.9136,5.5978,4.6396,5.3164,5.3711,5.0496,6.1305,4.8778,6.8753,4.6507,7.5399,4.245,8.3068,4.1106,8.9359,3.6517,9.6807,3.4247,10.44,3.5976,11.218,3.5615,11.967,3.3505,12.735,3.2201,13.505,3.109,14.173,2.7082,14.643,2.0875,15.101,1.4574,15.104,0.6788
15.332,-0.14682,15.104,-0.90063,14.791,-1.6232,14.154,-2.0868,13.46,-2.4577,12.7,-2.666,11.918,-2.7544,11.162,-2.9772,10.406,-3.1958,9.6185,-3.1996,8.9002,-3.5224,8.2597,-3.9806,7.5473,-4.3163,6.7847,-4.5128,6.079,-4.8623,5.374,-5.213,4.6765,-5.5787,3.9411,-5.8602,3.1569,-5.9325,2.407,-6.1728,1.6665,-6.441,0.8924,-6.5853,0.10498,-6.5745,-0.68251,-6.5758,-1.47,-6.577,-2.2575,-6.5716,-3.0067,-6.329,-3.7612,-6.1036,-4.5469,-6.0493,-5.2729,-5.7442,-6.0451,-5.5897,-6.6531,-5.0892,-7.3612,-4.7447,-8.1349,-4.5977,-8.9048,-4.4322,-9.6109,-4.0836,-10.368,-3.8659,-11.154,-3.9142,-11.924,-3.7512,-12.665,-3.4842,-13.366,-3.1244,-14.053,-2.7407,-14.544,-2.1244,-14.871,-1.4084,-15.024,-0.6359,-15.046,0.15129,-14.891,0.92328,-14.426,1.5592,-13.82,2.0622,-13.188,2.5319,-12.417,2.6901,-11.649,2.8649,-10.909,3.1342,-10.226,3.5271,-9.4895,3.8048,-8.7165,3.9552,-7.9778,4.2283,-7.491,4.8473,-6.7925,5.2108,-6.0051,5.1961,-5.2449,5.4016,-4.702,5.9721,-3.9282,6.1181,-3.1692,6.328,-2.3874,6.2333,-1.6029,6.1653,-0.87894,6.4753,-0.091452,6.4732,0.69242,6.3977,1.4422,6.1569,2.2269,6.0907,3.0141,6.1125,3.7998,6.0597,4.5031,5.7055,5.2306,5.404,6.014,5.3232,6.7723,5.1111,7.4794,4.7644,8.1756,4.3963,8.9589,4.315,9.6839,4.0076,10.432,3.7617,11.159,3.4587,11.946,3.4312,12.721,3.2924,13.467,3.0401,14.146,2.6412,14.71,2.0917,15.09,1.4016,15.288,0.63942
14.577,-0.03312,14.545,-0.80335,14.406,-1.5616,13.833,-2.0775,13.572,-2.8028,12.983,-3.3002,12.293,-3.6439,11.675,-4.1047,10.926,-4.2886,10.182,-4.4895,9.4589,-4.7573,8.691,-4.8247,7.9442,-5.0162,7.1898,-5.1746,6.4209,-5.2298,5.6626,-5.3689,4.8934,-5.4187,4.1283,-5.5135,3.3576,-5.5316,2.5889,-5.5891,1.818,-5.5979,1.0483,-5.641,0.27783,-5.6652,-0.49307,-5.6649,-1.2639,-5.6554,-2.0333,-5.6071,-2.8041,-5.5982,-3.575,-5.594,-4.3443,-5.5438,-5.113,-5.4866,-5.8829,-5.4475,-6.645,-5.3311,-7.4141,-5.2784,-8.1727,-5.1413,-8.9268,-4.9813,-9.686,-4.8477,-10.424,-4.6243,-11.166,-4.4157,-11.874,-4.1119,-12.556,-3.7509,-13.196,-3.3214,-13.763,-2.7988,-14.186,-2.1549,-14.562,-1.4817,-14.714,-0.72602,-14.72,0.044853,-14.65,0.81258,-14.343,1.5197,-13.999,2.2097,-13.54,2.8287,-12.958,3.3351,-12.316,3.7611,-11.601,4.0508,-10.89,4.3479,-10.139,4.5236,-9.4185,4.7966,-8.6476,4.7961,-7.9307,5.0795,-7.1624,5.1429,-6.4078,5.3005,-5.6439,5.1966,-4.8858,5.336,-4.1204,5.2438,-3.3633,5.3892,-2.5952,5.4544,-1.8244,5.4633,-1.0535,5.4582,-0.28301,5.4836,0.47811,5.6059,1.2464,5.6691,2.016,5.6246,2.7862,5.5915,3.5571,5.5971,4.3256,5.5363,5.0952,5.4926,5.8603,5.3978,6.6294,5.346,7.3839,5.1876,8.1543,5.161,8.8765,4.8914,9.6136,4.6655,10.378,4.5696,11.148,4.5243,11.833,4.171,12.47,3.7363,13.174,3.423,13.613,2.7892,14.071,2.1689,14.391,1.4675,14.633,0.73571
