3.61000000000000	3.80000000000000	0
3.67000000000000	6.60000000000000	1
4	8	1
3.19000000000000	6.40000000000000	1
2.93000000000000	5.20000000000000	0
3	7.60000000000000	1
2.98000000000000	5.60000000000000	1
3.08000000000000	4	0
3.39000000000000	5.40000000000000	1
3.92000000000000	7	0
4	8	0
3.22000000000000	4.40000000000000	0
4	7.60000000000000	1
3.08000000000000	7	0
4	7	1
3.44000000000000	4.80000000000000	0
3.87000000000000	7.80000000000000	0
2.56000000000000	3.60000000000000	0
3.75000000000000	8	0
3.81000000000000	5.40000000000000	1
3.17000000000000	5	0
3.63000000000000	6.60000000000000	1
2.82000000000000	6	0
3.19000000000000	6.80000000000000	0
3.35000000000000	7.60000000000000	1
3.66000000000000	8	1
3.61000000000000	6.20000000000000	1
3.74000000000000	5.20000000000000	1
3.22000000000000	7.80000000000000	1
3.29000000000000	5.20000000000000	0
3.78000000000000	5.40000000000000	0
3.35000000000000	7.60000000000000	0
3.40000000000000	6	0
4	8	1
3.14000000000000	3.60000000000000	0
3.05000000000000	4	0
3.25000000000000	5.80000000000000	0
2.90000000000000	5.20000000000000	0
3.13000000000000	5	1
2.68000000000000	5.20000000000000	1
2.42000000000000	5.60000000000000	0
3.32000000000000	5.80000000000000	1
3.15000000000000	6	1
3.31000000000000	5	0
2.94000000000000	7	0
3.45000000000000	4.60000000000000	1
3.46000000000000	5.80000000000000	1
2.97000000000000	5	0
2.48000000000000	4.40000000000000	0
3.35000000000000	4	0
3.86000000000000	6.40000000000000	0
3.13000000000000	4.40000000000000	0
3.37000000000000	7.40000000000000	0
3.27000000000000	6.80000000000000	1
3.34000000000000	6.60000000000000	0
4	7.40000000000000	1
3.19000000000000	5.60000000000000	0
2.94000000000000	3.80000000000000	0
3.65000000000000	4	0
2.82000000000000	6	0
3.18000000000000	6.20000000000000	1
3.32000000000000	5.60000000000000	0
3.67000000000000	6.40000000000000	0
3.85000000000000	6.80000000000000	1
4	5.80000000000000	0
3.59000000000000	6	0
3.62000000000000	7.40000000000000	0
3.30000000000000	6.20000000000000	0
3.69000000000000	5.80000000000000	0
3.73000000000000	8	0
4	6.40000000000000	0
2.92000000000000	3	0
3.39000000000000	4.80000000000000	0
4	5.80000000000000	0
3.45000000000000	7.20000000000000	0
4	7.20000000000000	0
3.36000000000000	5.60000000000000	0
4	8	1
3.12000000000000	5.40000000000000	0
4	6.20000000000000	1
2.90000000000000	7	0
3.07000000000000	6.20000000000000	0
2.71000000000000	5	0
2.91000000000000	3.80000000000000	0
3.60000000000000	5	1
2.98000000000000	5.20000000000000	0
3.32000000000000	6	0
3.48000000000000	6	0
3.28000000000000	7	0
4	6.60000000000000	1
3.83000000000000	7	0
3.64000000000000	7.20000000000000	1
3.90000000000000	8	0
2.93000000000000	5.80000000000000	0
3.44000000000000	6.60000000000000	1
3.33000000000000	6.60000000000000	0
